objID,SG1_votes,SG2_prob,SG3_timescale_class,SG3_timescale_peak,SG3_timescale_peak_prob,PROBABILITY_FLAG
587727214955856305,0,0.7535,4,10,0.179186,0
587727214955856374,20,0.0071,3,3,0.105885,0
587727214955856413,0,0.0056,4,10,0.147712,0
587727214955921919,0,0.1788,4,9,0.152012,0
587727214955922058,10,0.0042,1,0,0.149914,0
587727214955987553,0,0.0116,2,1,0.22512,0
587727214956052596,2,0.082,4,10,0.18946,0
587727214956052851,0,0.0423,1,0,0.265059,0
587727214956053031,0,0.0082,4,10,0.366553,0
587727214956183896,0,0.0006,4,10,0.180063,0
587727214956183908,0,0.1011,4,10,0.185375,0
587727214956184114,11,0.0033,4,10,0.171706,0
587727214956249365,8,0.0099,1,0,0.188039,0
587727214956249994,0,0.0189,4,10,0.115411,0
587727214956314947,15,0.128,2,2,0.153959,0
587727214956380509,0,0.0199,1,0,0.279742,0
587727214956380589,0,0.0266,4,10,0.156118,0
587727214956445846,0,0.7315,4,6,0.107344,0
587727214956445914,0,0.0655,1,0,0.112451,0
587727214956445950,0,0.6128,4,9,0.117879,0
587727214956445960,0,0.0274,4,10,0.232068,0
587727214956445961,0,0.0003,1,0,0.123234,0
587727214956511547,0,0.009,1,0,0.423834,0
587727214956511576,0,0.0261,4,10,0.166962,0
587727214956511608,13,0.5626,4,10,0.126848,1
587727214956511614,20,0.0004,4,9,0.123028,0
587727214956577022,2,0.7278,4,6,0.130249,0
587727214956577327,20,0.0185,4,10,0.136682,0
587727214956642837,0,0.0081,4,10,0.203721,0
587727214956708177,0,0.1487,4,10,0.306868,0
587727214956708412,20,0.0013,4,10,0.147117,0
587727214956708431,0,0.1177,4,10,0.132207,0
587727214956708458,0,0.1798,3,4,0.102867,0
587727214956773756,0,0.7004,4,10,0.154848,0
587727214956773796,0,0.3109,4,10,0.147389,0
587727214956839256,20,0.7538,2,1,0.369428,0
587727214956904678,0,0.6399,4,9,0.184022,0
587727214956904754,0,0.0103,4,10,0.311099,0
587727214956904822,1,0.7002,4,10,0.220562,0
587727214956904840,11,0.9194,3,4,0.126602,0
587727214956970372,17,0.293,4,10,0.13285,0
587727214957101397,0,0.2072,4,10,0.266543,0
587727214957101402,1,0.1752,4,10,0.208957,0
587727214957101427,0,0.462,4,10,0.176782,0
587727214957101442,0,0.0003,1,0,0.433457,0
587727214957101501,0,0.0022,4,10,0.229392,0
587727214957101517,0,0.0581,4,10,0.286948,0
587727214957232536,0,0.0005,1,0,0.190747,0
587727214957297910,0,0.688,2,1,0.146406,0
587727214957298028,0,0.2718,4,10,0.368429,0
587727214957363635,0,0.0054,4,10,0.406169,0
587727214957429008,0,0.0004,4,10,0.30015,0
587727214957429096,0,0.0114,4,10,0.349851,0
587727214957494593,0,0.0313,4,10,0.293594,0
587727214957494671,0,0.0736,4,10,0.348659,0
587727214957559924,0,0.4832,4,9,0.148671,0
587727214957560135,0,0.0008,4,10,0.310304,0
587727214957560188,0,0.0081,4,10,0.300936,0
587727214957560227,0,0.1762,4,10,0.32883,0
587727214957560235,0,0.425,4,9,0.148967,0
587727214957625509,3,0.7521,4,6,0.109432,0
587727214957625648,0,0.0004,4,10,0.244667,0
587727214957625763,0,0.0009,4,10,0.281795,0
587727214957691244,0,0.7953,4,10,0.182896,0
587727214957756512,0,0.2661,4,10,0.216959,0
587727214957756923,3,0.0065,1,0,0.168807,0
587727214957822147,1,0.4194,4,9,0.142231,0
587727214957822258,0,0.2057,4,10,0.354146,0
587727214957887721,1,0.0177,1,0,0.242831,0
587727214957887826,0,0.032,4,10,0.137618,0
587727214957887894,0,0.2048,4,10,0.158905,0
587727214957953376,0,0.062,4,10,0.366639,0
587727214957953389,0,0.0161,4,10,0.310941,0
587727214957953480,0,0.6558,4,10,0.267387,0
587727214957953502,1,0.0084,4,10,0.233161,0
587727214958018727,0,0.2742,4,10,0.269773,0
587727214958018841,0,0.594,4,10,0.152057,0
587727214958150008,20,0.1382,4,10,0.146821,0
587727214958215570,0,0.0069,1,0,0.203248,0
587727214958215701,0,0.0001,4,10,0.305867,0
587727214958280975,5,0.4979,4,10,0.166449,0
587727214958281014,0,0.0638,4,10,0.335703,0
587727214958281049,0,0.0011,4,10,0.271629,0
587727214958412149,1,0.1635,4,10,0.169103,0
587727214958412178,20,0.0004,1,0,0.193009,0
587727214958477526,0,0.0,4,10,0.153798,0
587727214958543203,5,0.3002,4,10,0.209321,0
587727214958543220,0,0.1463,4,10,0.197324,0
587727214958608737,0,0.0031,4,10,0.312959,0
587727214958608838,13,0.4153,4,6,0.116968,0
587727214958608841,0,0.2261,4,9,0.156621,0
587727214958608860,0,0.3662,4,10,0.143225,0
587727214958674275,19,0.053,4,9,0.136058,0
587727214958674427,0,0.2019,4,9,0.13326,0
587727214958805073,20,0.922,3,4,0.146788,1
587727214958805272,0,0.5787,1,0,0.270252,0
587727214958805350,0,0.0,4,10,0.308182,0
587727214958870567,20,0.0356,1,0,0.421371,0
587727214958870802,0,0.2667,4,10,0.294752,0
587727214958870840,0,0.0131,4,10,0.297759,0
587727214958870847,0,0.0001,1,0,0.343704,0
587727214959001847,0,0.0,1,0,0.276834,0
587727214959001858,0,0.0256,4,10,0.389574,0
587727214959001884,16,0.1482,4,10,0.149308,0
587727214959067411,0,0.0009,4,9,0.123989,0
587727214959067476,0,0.0834,4,10,0.272649,0
587727214959133051,0,0.0006,4,10,0.197784,0
587727214959198450,0,0.0236,4,9,0.195193,0
587727214959198526,12,0.5233,4,10,0.198941,1
587727214959264029,11,0.2505,4,10,0.159609,0
587727214959264039,0,0.004,4,10,0.202023,0
587727214959264066,0,0.0046,4,10,0.177804,0
587727214959264082,0,0.1303,4,10,0.22107,0
587727214959264094,0,0.0045,4,10,0.176231,0
587727214959264127,2,0.1361,4,10,0.216198,0
587727214959264141,0,0.0082,4,9,0.207908,0
587727214959329296,5,0.5436,4,10,0.196464,0
587727214959329348,1,0.0843,4,10,0.15681,0
587727214959329531,17,0.2771,3,3,0.115305,0
587727214959329535,1,0.4968,4,10,0.140185,0
587727214959329578,0,0.0185,4,10,0.170105,0
587727214959329606,3,0.008,4,10,0.16258,0
587727214959329615,0,0.0317,4,10,0.197386,0
587727214959329638,0,0.0002,4,10,0.280488,0
587727214959329646,5,0.4379,4,10,0.164788,0
587727214959329655,0,0.1625,4,10,0.219019,0
587727214959329666,0,0.0004,4,10,0.228491,0
587727214959329668,0,0.027,1,0,0.202901,0
587727214959329675,0,0.0406,4,10,0.405252,0
587727214959329688,0,0.0477,4,10,0.222901,0
587727214959329728,0,0.0003,4,10,0.34296,0
587727214959329752,0,0.0023,1,0,0.234505,0
587727214959329803,9,0.1051,1,0,0.224435,0
587727214959395061,0,0.358,4,10,0.200495,0
587727214959395147,0,0.0146,3,3,0.113427,0
587727214959460582,0,0.5106,4,10,0.188884,0
587727214959460764,0,0.0079,4,10,0.261277,0
587727214959525987,0,0.037,4,10,0.148787,0
587727214959526112,0,0.1868,4,10,0.116869,0
587727214959526137,0,0.0004,4,10,0.252798,0
587727214959526322,0,0.0148,4,10,0.200567,0
587727214959526346,0,0.9068,4,6,0.117609,0
587727214959591760,0,0.6565,4,10,0.168472,0
587727214959657036,0,0.0167,4,10,0.199763,0
587727214959657159,0,0.0203,4,10,0.271677,0
587727214959657180,0,0.0001,4,10,0.310605,0
587727214959722685,0,0.1624,4,10,0.305627,0
587727214959788261,0,0.3606,4,10,0.151826,0
587727214959788292,0,0.5231,4,10,0.255028,0
587727214959788393,0,0.2546,4,10,0.331951,0
587727214959853790,0,0.0384,4,10,0.369442,0
587727214959919459,19,0.165,4,9,0.14931,0
587727214959919460,20,0.0142,4,9,0.157223,0
587727214959919517,1,0.2443,4,10,0.172686,0
587727214959919540,0,0.0001,4,10,0.183581,0
587727214959984937,0,0.0037,4,10,0.223037,0
587727214959984963,0,0.082,4,10,0.483924,0
587727214960050345,9,0.5242,4,6,0.104694,0
587727214960050433,9,0.0131,4,10,0.132621,0
587727214960115996,10,0.3354,4,10,0.126597,0
587727214960116021,0,0.4791,4,9,0.132183,0
587727214960116026,0,0.4718,4,10,0.273371,0
587727214960116027,0,0.0217,4,10,0.150727,0
587727214960116037,0,0.0209,4,10,0.168883,0
587727214960116060,0,0.0459,4,10,0.314751,0
587727214960116061,0,0.125,4,10,0.213171,0
587727214960116083,0,0.1627,4,10,0.392237,0
587727214960246965,0,0.0022,4,10,0.305965,0
587727214960246983,0,0.26,4,10,0.291357,0
587727214960247052,5,0.5064,4,10,0.174379,0
587727214960247080,0,0.363,4,10,0.380176,0
587727214960247125,0,0.0004,4,10,0.282435,0
587727214960247128,9,0.4716,4,10,0.160788,0
587727214960247138,12,0.9625,4,9,0.188081,1
587727214960247142,0,0.3109,4,10,0.362832,0
587727214960312487,0,0.0082,4,10,0.139508,0
587727214960312561,0,0.0092,4,10,0.141642,0
587727214960312569,0,0.0159,4,10,0.254696,0
587727214960312598,0,0.5932,4,10,0.214696,0
587727214960378052,7,0.2632,3,3,0.135895,0
587727214960378085,1,0.0019,4,10,0.196062,0
587727214960378118,3,0.129,4,10,0.132052,0
587727214960378133,0,0.0002,4,10,0.156223,0
587727214960443539,3,0.5346,4,10,0.216071,0
587727214960443692,0,0.0,4,10,0.253793,0
587727214960509264,0,0.0004,4,10,0.357615,0
587727214960574547,0,0.2659,4,10,0.356507,0
587727214960574603,0,0.0015,4,10,0.275886,0
587727214960574677,8,0.8932,4,9,0.187824,0
587727214960574735,0,0.0,4,10,0.335834,0
587727215220425703,0,0.0257,2,1,0.143272,0
587727220857635610,0,0.1492,4,10,0.159471,0
587727220857701097,0,0.2263,4,10,0.358706,0
587727220857701103,0,0.6558,4,9,0.15735,0
587727220857766472,0,0.041,4,10,0.241316,0
587727220857766635,0,0.0229,4,10,0.145328,0
587727220857766693,12,0.0861,3,4,0.11349,0
587727220857831679,20,0.3677,4,10,0.122918,0
587727220857832023,0,0.0142,4,10,0.227909,0
587727220857832113,0,0.0012,4,10,0.21695,0
587727220857832282,0,0.0012,4,10,0.273249,0
587727220857832337,1,0.0,4,10,0.269939,0
587727220857897533,0,0.2737,4,10,0.434231,0
587727220857897618,0,0.4971,4,10,0.203476,0
587727220857897669,0,0.0362,4,10,0.115179,0
587727220857897777,0,0.0228,4,10,0.277846,0
587727220857962877,0,0.6907,4,6,0.110949,0
587727220857963169,0,0.0009,4,10,0.234653,0
587727220857963223,3,0.6554,4,9,0.169955,0
587727220858028389,5,0.1431,4,10,0.196817,0
587727220858028883,13,0.0825,1,0,0.233928,0
587727220858028964,0,0.0497,4,10,0.189182,0
587727220858029027,8,0.0,4,10,0.124899,0
587727220858029111,0,0.1785,1,0,0.224769,0
587727220858094294,0,0.0037,4,10,0.165424,0
587727220858094400,0,0.0187,4,10,0.147906,0
587727220858094471,20,0.112,1,0,0.157327,0
587727220858094624,20,0.0108,4,10,0.116442,0
587727220858159299,3,0.0054,4,10,0.162657,0
587727220858159496,0,0.0285,4,10,0.376083,0
587727220858159865,0,0.192,4,10,0.104305,0
587727220858160170,0,0.1684,1,0,0.180999,0
587727220858225483,1,0.2329,4,10,0.125128,0
587727220858290669,0,0.3371,4,10,0.287558,0
587727220858290825,0,0.0039,4,10,0.315183,0
587727220858290870,0,0.0855,4,10,0.295383,0
587727220858290873,0,0.0025,4,10,0.257906,0
587727220858356424,4,0.1084,2,1,0.186206,0
587727220858421848,0,0.0009,4,10,0.166849,0
587727220858487734,0,0.0008,4,10,0.23229,0
587727220858552812,0,0.1922,2,1,0.165376,0
587727220858552902,0,0.1305,4,10,0.243571,0
587727220858553062,12,0.7311,4,9,0.151968,1
587727220858553231,0,0.0005,4,10,0.29757,0
587727220858553303,0,0.0356,4,10,0.225006,0
587727220858618475,0,0.0074,4,10,0.16081,0
587727220858618643,1,0.0262,4,9,0.107095,0
587727220858683993,0,0.105,4,10,0.287808,0
587727220858749581,0,0.2691,4,10,0.1718,0
587727220858749687,0,0.0434,4,10,0.217754,0
587727220858815248,0,0.0426,4,10,0.237259,0
587727220858880115,0,0.0046,1,0,0.128404,0
587727220858880159,0,0.0503,4,10,0.268086,0
587727220858880653,0,0.1005,4,10,0.26685,0
587727220858880969,0,0.0066,4,10,0.319168,0
587727220859011175,0,0.0097,4,10,0.302797,0
587727220859011374,20,0.7692,3,3,0.144321,0
587727220859011789,0,0.1889,4,10,0.286525,0
587727220859011798,0,0.0,4,10,0.373485,0
587727220859076686,20,0.2798,1,0,0.19229,0
587727220859077175,10,0.1766,4,10,0.211191,0
587727220859077438,0,0.2744,4,10,0.414007,0
587727220859142768,1,0.3988,4,10,0.149737,0
587727220859142805,0,0.0189,4,10,0.192759,0
587727220859142856,10,0.9774,4,9,0.165721,0
587727220859142872,0,0.4563,4,9,0.14575,0
587727220859208411,1,0.0003,4,10,0.263704,0
587727220859273701,9,0.6733,4,10,0.144422,0
587727220859273956,0,0.0094,4,10,0.335051,0
587727220859338829,0,0.0062,4,10,0.172498,0
587727220859339251,0,0.0003,4,10,0.21342,0
587727220859404500,0,0.5461,4,6,0.10122,0
587727220859404707,20,0.5491,4,9,0.160728,1
587727220859404735,20,0.0,1,0,0.585361,0
587727220859404741,0,0.2351,4,9,0.160301,0
587727220859405070,0,0.0123,4,6,0.119093,0
587727220859470695,2,0.0691,1,0,0.268787,0
587727220859535874,2,0.0166,4,10,0.151655,0
587727220859666583,0,0.174,4,10,0.112731,0
587727220859666916,0,0.0,4,10,0.160251,0
587727220859666989,0,0.2218,4,10,0.162834,0
587727220859797587,1,0.2238,1,0,0.160535,0
587727220859797994,0,0.0016,4,10,0.273993,0
587727220859863235,12,0.0018,4,10,0.165764,0
587727220859863439,0,0.7417,4,10,0.282258,0
587727220859863598,0,0.0015,4,10,0.360165,0
587727220859863617,0,0.1305,4,10,0.286422,0
587727220859928688,4,0.0005,4,10,0.185257,0
587727220859928967,0,0.0008,4,10,0.293195,0
587727220859929034,0,0.1406,4,10,0.371466,0
587727220859929080,1,0.0002,4,10,0.201732,0
587727220859929132,0,0.0627,4,10,0.146294,0
587727220859994386,20,0.0007,1,0,0.419735,0
587727220859994618,0,0.0007,4,10,0.263724,0
587727220860060201,18,0.4825,4,10,0.148539,0
587727220860060269,0,0.0746,4,10,0.288889,0
587727220860060295,0,0.008,4,10,0.198676,0
587727220860125725,0,0.0625,4,10,0.292179,0
587727220860125745,0,0.016,4,10,0.253087,0
587727220860125781,0,0.1296,4,10,0.360154,0
587727220860191012,0,0.2447,4,10,0.190267,0
587727220860191117,0,0.006,4,10,0.311797,0
587727220860191209,0,0.2156,4,10,0.364275,0
587727220860191293,2,0.0083,4,10,0.149293,0
587727220860256355,14,0.6905,4,6,0.107214,1
587727220860322170,12,0.4682,3,4,0.128593,0
587727220860322277,3,0.5133,4,10,0.161996,0
587727220860387810,0,0.0006,4,10,0.151101,0
587727220860387876,0,0.0871,4,10,0.324597,0
587727220860452913,20,0.9693,3,4,0.130245,0
587727220860452953,15,0.7591,4,10,0.13655,1
587727220860453089,4,0.3149,3,3,0.101697,0
587727220860453185,0,0.3183,4,10,0.187037,0
587727220860453310,0,0.0001,1,0,0.408531,0
587727220860453386,0,0.0001,4,10,0.352769,0
587727220860453466,0,0.0064,4,10,0.262034,0
587727220860453517,0,0.0002,4,10,0.318243,0
587727220860518511,0,0.0623,4,10,0.269598,0
587727220860518603,0,0.8664,4,10,0.237225,0
587727220860518876,0,0.7558,4,10,0.461377,0
587727220860518960,0,0.4508,4,10,0.452181,0
587727220860519123,0,0.256,4,10,0.173864,0
587727220860584478,0,0.6886,4,10,0.194098,0
587727220860584542,0,0.6212,4,9,0.14219,0
587727220860584565,0,0.0354,4,10,0.419726,0
587727220860649694,0,0.3998,4,6,0.0990834,0
587727220860649927,0,0.0004,4,10,0.285352,0
587727220860649978,0,0.0028,4,10,0.332464,0
587727220860650070,0,0.0001,4,10,0.21252,0
587727220860715137,6,0.8885,3,3,0.158706,0
587727220860715525,0,0.0002,4,10,0.29324,0
587727220860715602,0,0.0011,4,10,0.266892,0
587727220860715878,0,0.0039,4,10,0.259091,0
587727220860780691,1,0.3421,4,10,0.242193,0
587727220860780980,0,0.0496,4,10,0.195298,0
587727220860846513,0,0.009,4,10,0.244943,0
587727220860846568,0,0.0061,1,0,0.238742,0
587727220860846594,0,0.0027,4,10,0.195772,0
587727220860846800,0,0.0003,4,10,0.158397,0
587727220860911883,0,0.0512,4,10,0.210625,0
587727220860911907,14,0.3392,4,10,0.137267,0
587727220860912176,11,0.3172,4,9,0.196115,0
587727220860912191,0,0.1531,4,10,0.163114,0
587727220860977230,0,0.2789,4,10,0.135088,0
587727220860977354,20,0.2578,4,6,0.105952,0
587727220860977465,0,0.017,4,10,0.141781,0
587727220860977508,0,0.5936,2,1,0.174668,0
587727220860977514,6,0.4922,4,10,0.197788,0
587727220860977538,0,0.0018,4,10,0.279623,0
587727220860977549,17,0.0091,4,9,0.146325,0
587727220860977611,0,0.0013,1,0,0.217912,0
587727220860977698,0,0.0018,4,10,0.329087,0
587727220860977706,20,0.9661,3,3,0.213637,0
587727220860977712,0,0.323,4,10,0.217472,0
587727220861043087,7,0.3187,4,10,0.119864,0
587727220861043112,0,0.037,4,10,0.266484,0
587727220861043212,11,0.0133,4,10,0.128153,0
587727220861108623,0,0.2472,4,10,0.340245,0
587727220861108653,0,0.0021,4,10,0.227168,0
587727220861174026,15,0.801,4,10,0.136773,1
587727220861174173,0,0.0006,4,10,0.240574,0
587727220861174255,0,0.0001,4,10,0.329692,0
587727220861174513,0,0.1201,4,10,0.217826,0
587727220861239499,0,0.106,4,10,0.252825,0
587727220861239507,5,0.5493,2,1,0.133822,0
587727220861239542,1,0.1959,4,6,0.1008,0
587727220861239732,0,0.6923,4,10,0.316615,0
587727220861305052,20,0.5466,1,0,0.121823,1
587727220861305165,0,0.0616,4,10,0.343281,0
587727220861305207,2,0.8459,4,10,0.213029,0
587727220861305342,20,0.6681,2,1,0.398666,0
587727220861305425,0,0.0234,4,10,0.224758,0
587727220861370775,0,0.5371,4,10,0.303019,0
587727220861370905,0,0.0146,4,10,0.302519,0
587727220861370936,10,0.0001,4,10,0.226168,0
587727220861371178,0,0.0475,4,10,0.185428,0
587727220861436296,0,0.0314,4,10,0.271123,0
587727220861437030,0,0.0008,4,10,0.223431,0
587727220861502000,0,0.0001,4,10,0.194723,0
587727220861567023,12,0.1336,3,5,0.121823,0
587727220861567332,0,0.3299,4,10,0.300744,0
587727220861567402,2,0.3507,4,10,0.183289,0
587727220861632809,0,0.613,4,9,0.102482,0
587727220861632977,0,0.0104,4,10,0.158809,0
587727220861633017,0,0.2843,4,10,0.177586,0
587727220861698405,0,0.3223,4,10,0.189777,0
587727220861698468,15,0.8102,4,9,0.148892,1
587727220861829480,0,0.0069,4,9,0.143756,0
587727220861894948,2,0.8737,4,10,0.139109,0
587727220861895017,0,0.7837,4,10,0.213876,0
587727220861895143,0,0.756,4,6,0.124923,0
587727220861960231,0,0.4242,4,6,0.0993808,0
587727220861960552,0,0.4827,4,10,0.192305,0
587727220861960613,0,0.0012,1,0,0.239151,0
587727220861960642,1,0.7071,4,10,0.166459,0
587727220861960813,0,0.0005,4,10,0.275201,0
587727220862026071,12,0.2126,4,6,0.133413,0
587727220862026167,10,0.8595,3,4,0.133563,0
587727220862026270,13,0.9584,4,10,0.151254,1
587727220862091292,0,0.0332,4,10,0.137586,0
587727220862091736,0,0.438,2,1,0.176785,0
587727220862091797,1,0.1076,4,9,0.178256,0
587727220862222527,0,0.4156,3,4,0.102691,0
587727220862222807,3,0.4426,4,9,0.133996,0
587727220862288018,10,0.2206,3,3,0.131036,0
587727220862353576,0,0.0007,4,10,0.224245,0
587727220862353683,5,0.4203,1,0,0.175068,0
587727220862353876,5,0.0018,4,10,0.164249,0
587727220862353877,20,0.0,4,10,0.186514,0
587727220862419253,14,0.1257,4,6,0.136475,0
587727220862419338,0,0.4036,2,1,0.35178,0
587727220862484859,0,0.009,4,10,0.397451,0
587727220862484902,0,0.0087,4,10,0.332894,0
587727220862550404,0,0.0031,4,10,0.196736,0
587727220862615789,19,0.0184,4,10,0.113186,0
587727220862615954,11,0.5589,4,10,0.122316,1
587727220862681114,5,0.003,4,9,0.128978,0
587727220862681670,10,0.1092,4,9,0.117532,0
587727220862747099,0,0.0037,4,10,0.44228,0
587727220862747103,0,0.1202,4,10,0.447008,0
587727220862812642,19,0.0251,4,10,0.121716,0
587727220862877997,1,0.0185,4,10,0.398602,0
587727220862878021,17,0.5138,4,7,0.148499,1
587727220862943386,6,0.6883,3,3,0.120451,0
587727220862943524,0,0.4693,4,10,0.170399,0
587727220862943574,0,0.4056,4,10,0.172954,0
587727220863009079,8,0.5188,4,10,0.130365,0
587727220863140097,18,0.9382,1,0,0.350413,1
587727220863140458,0,0.0001,1,0,0.15493,0
587727220863271339,0,0.0054,4,10,0.221389,0
587727220863336743,5,0.0,4,10,0.225034,0
587727220863336977,0,0.0002,4,10,0.229288,0
587727220863533101,0,0.0002,4,10,0.18055,0
587727220863533380,0,0.0001,4,10,0.163374,0
587727220863533461,0,0.1478,4,10,0.327919,0
587727220863598708,0,0.0201,4,10,0.210788,0
587727220863598821,10,0.444,1,0,0.365063,0
587727220863598933,0,0.0017,4,10,0.254714,0
587727220863598954,0,0.0955,4,10,0.141338,0
587727220863599110,0,0.0019,4,10,0.13456,0
587727220863599123,0,0.837,4,10,0.139048,0
587727220863729876,0,0.4213,4,10,0.423566,0
587727220863729979,0,0.0311,4,10,0.338512,0
587727220863729983,0,0.1634,4,10,0.248889,0
587727220863729991,0,0.0119,4,10,0.374676,0
587727220863729996,0,0.7834,4,10,0.183125,0
587727220863795210,15,0.5577,4,10,0.145536,1
587727220863795473,0,0.0102,4,10,0.223166,0
587727220863795525,0,0.0,4,10,0.19611,0
587727220863861087,0,0.0061,4,10,0.188845,0
587727220863861135,0,0.1331,4,9,0.205701,0
587727220863861188,0,0.4178,4,10,0.369579,0
587727220863926727,20,0.0094,4,10,0.129238,0
587727220863926870,0,0.0008,4,10,0.240102,0
587727220863992238,0,0.5558,4,10,0.266175,0
587727220864057596,15,0.0784,2,1,0.174221,0
587727220864057602,1,0.3191,4,10,0.209316,0
587727220864057737,0,0.7567,4,9,0.19635,0
587727220864057746,0,0.024,4,10,0.2092,0
587727220864123132,2,0.8755,4,10,0.197371,0
587727220864188789,2,0.8576,4,10,0.125315,0
587727220864450794,0,0.1998,4,10,0.220642,0
587727220864450893,0,0.0029,4,10,0.305796,0
587727220864516367,1,0.7587,4,9,0.18005,0
587727220864516407,6,0.1286,4,10,0.21046,0
587727220864516519,0,0.0125,4,10,0.217968,0
587727220864581913,0,0.6507,4,10,0.163261,0
587727220864582014,0,0.0143,4,10,0.260762,0
587727220864647359,4,0.4164,3,3,0.11023,0
587727220864647421,3,0.5351,4,10,0.140948,0
587727220864647478,17,0.0091,3,3,0.124166,0
587727220864647626,0,0.0036,4,10,0.228032,0
587727220864647638,4,0.0001,4,10,0.142799,0
587727220864712975,0,0.6871,4,10,0.204785,0
587727220864713010,11,0.9817,4,10,0.188175,1
587727220864778486,0,0.0,4,10,0.256842,0
587727220864778596,0,0.1949,4,10,0.419536,0
587727220864778632,0,0.0079,4,10,0.331983,0
587727220864844034,0,0.9596,4,10,0.136814,0
587727220864909648,0,0.0201,4,10,0.16922,0
587727220864975167,1,0.3225,4,10,0.155417,0
587727220864975177,8,0.3017,2,1,0.149044,0
587727220865040708,1,0.2284,4,9,0.112039,0
587727220865040712,0,0.8165,4,10,0.308031,0
587727220865040755,7,0.0061,4,10,0.136899,0
587727220865040796,20,0.598,4,6,0.120824,1
587727220865040811,0,0.001,4,10,0.378581,0
587727220865237286,20,0.5804,4,6,0.138288,1
587727220865302845,0,0.6347,4,10,0.161192,0
587727220865302873,0,0.4381,4,10,0.241499,0
587727220865368419,5,0.57,4,10,0.158053,0
587727220865368468,0,0.1263,4,10,0.197721,0
587727220865368486,0,0.0407,4,10,0.194221,0
587727220865433908,0,0.3831,4,10,0.224176,0
587727220865433953,2,0.3339,4,10,0.171323,0
587727220865565050,6,0.0029,4,10,0.12468,0
587727220865630340,0,0.2458,4,6,0.102454,0
587727220865630527,0,0.5316,4,10,0.34664,0
587727220865761327,0,0.2564,4,10,0.208993,0
587727220865761350,0,0.3713,4,10,0.159252,0
587727220865761422,1,0.4961,4,9,0.13335,0
587727220865761557,1,0.6694,4,6,0.114654,0
587727220865892408,0,0.0258,4,10,0.137942,0
587727220865892451,3,0.8934,4,9,0.205616,0
587727220865892647,0,0.4552,3,4,0.127102,0
587727220865892756,0,0.0225,4,10,0.175639,0
587727220865958141,0,0.004,4,10,0.28727,0
587727220865958197,0,0.2783,4,10,0.225864,0
587727220866023664,0,0.0006,4,10,0.190149,0
587727220866023682,0,0.0117,4,9,0.106888,0
587727220866024002,1,0.0457,4,10,0.172601,0
587727220866089042,0,0.0641,1,0,0.118786,0
587727220866089194,10,0.0943,4,10,0.161504,0
587727220866154599,0,0.1575,4,9,0.130353,0
587727220866154693,0,0.0687,2,1,0.117797,0
587727220866154782,0,0.0022,4,10,0.292709,0
587727220866154810,0,0.0005,4,10,0.282663,0
587727220866220210,0,0.0007,2,1,0.113224,0
587727220866220277,0,0.8838,4,10,0.190166,0
587727220866285817,0,0.0008,4,10,0.276172,0
587727220866285864,4,0.8231,4,10,0.195478,0
587727220866285870,20,0.0005,1,0,0.126267,0
587727220866285880,0,0.0046,4,10,0.36688,0
587727220866285921,0,0.4648,4,9,0.124971,0
587727220866351566,0,0.2034,4,9,0.110053,0
587727220866416937,0,0.0004,4,10,0.27749,0
587727220866417067,0,0.1531,4,9,0.150194,0
587727220866482434,20,0.0088,1,0,0.558563,0
587727220866482474,0,0.1764,4,10,0.309354,0
587727220866482500,0,0.001,4,10,0.225507,0
587727220866547780,0,0.0379,4,10,0.140705,0
587727220866547929,12,0.0086,2,1,0.126489,0
587727220866547995,17,0.2001,4,9,0.136569,0
587727220866548027,0,0.8977,4,10,0.146658,0
587727220866548042,0,0.0051,4,10,0.426215,0
587727220866548062,0,0.0206,4,10,0.169176,0
587727220866613843,0,0.0014,4,10,0.136239,0
587727220866678899,0,0.011,4,10,0.135749,0
587727220866678985,8,0.165,4,10,0.16193,0
587727220866744599,0,0.0025,4,10,0.178262,0
587727220866744677,14,0.4283,4,6,0.124699,0
587727220866809870,19,0.5526,4,10,0.136789,1
587727220866810185,0,0.0012,4,10,0.264707,0
587727220866810304,0,0.0005,1,0,0.164608,0
587727220866875665,0,0.4828,4,10,0.249739,0
587727220866875774,0,0.279,4,10,0.140517,0
587727220866941200,0,0.0,4,10,0.367991,0
587727220867006846,0,0.1649,3,4,0.123086,0
587727220867072266,0,0.3078,4,10,0.175656,0
587727220867072400,0,0.2276,4,10,0.157761,0
587727220867137788,19,0.4218,4,6,0.123129,0
587727220867137822,1,0.0063,4,10,0.14834,0
587727220867268766,0,0.0753,4,10,0.400101,0
587727220867268830,0,0.0676,4,10,0.316275,0
587727220867268899,0,0.01,4,10,0.148805,0
587727220867334457,0,0.002,4,10,0.303703,0
587727220867399842,0,0.3354,4,10,0.197233,0
587727220867399866,0,0.9471,4,10,0.134479,0
587727220867465572,0,0.2869,4,10,0.230754,0
587727220867465577,0,0.7033,4,10,0.135202,0
587727220867531009,0,0.8717,4,10,0.171502,0
587727220867596528,0,0.0717,4,10,0.164741,0
587727220867596534,0,0.0004,4,10,0.224281,0
587727220867596578,0,0.0938,4,10,0.166259,0
587727220867596646,0,0.0473,4,10,0.228863,0
587727220867596682,0,0.0571,4,10,0.139285,0
587727220867662117,0,0.0155,4,10,0.278816,0
587727220867662143,0,0.1248,4,10,0.200714,0
587727220867727594,0,0.0345,4,10,0.158854,0
587727220867727704,0,0.0027,4,10,0.221832,0
